EndDate,DemGen,quota_age,Residency,GenSocTrust,Trustingroups_1,Trustingroups_2,Trustingroups_3,Trustingroups_4,Trustingroups_5,Trustingroups_6,Trustingroups_7,Trustingroups_8,Trustingroups_9,Trustingroups_10,Trustingroups_11,Trustingroups_12,Trustingroups_13,COVIDexp,COVIDeffect_1,COVIDeffect_2,COVIDeffect_3,COVIDeffect_4,SARS,CultCog_1,CultCog_2,CultCog_3,CultCog_4,CultCog_5,CultCog_6,prosocial,CanadaQ_1,CanadaQ_2,CanadaQ_3,FinitePool_1,FinitePool_2,FinitePool_3,FinitePool_4,FinitePool_5,FinitePool_6,FinitePool_7,FinitePool_8,Longitude_1,Longitude_2,Longitude_3,Personal_1,Personal_2,Personal_3,Personal_4,Personal_5,Personal_6,Personal_7,Personal_8,Friends_1,Friends_2,Friends_3,Friends_4,Friends_5,Friends_6,Friends_7,Friends_8,MediaExp_1,MediaExp_2,MediaExp_3,MediaExp_4,MediaExp_5,MediaExp_6,MediaExp_7,PosterstrustQ1,SocialmediatrustQ1,journalisttrustQ1,govtrustQ1,workplacetrustQ1,FriendstrustQ1,WHOtrustQ1,Soughtinfo,prep,Govresponse_1,Govresponse_2,Govresponse_3,Govresponse_4,Govresponse_5,Govresponse_6,Govresponse_7,Govresponse_8,Govresponse_9,Govrestrict_1,Govrestrict_2,Govrestrict_3,Sciunderstand,KnowledgeCert_1,KnowledgeCert_2,Vaccine_1,Vaccine_2,Num1,Num2a,Num2b,Num3,NumeracyQ1,DemAge,DemEdu,DemHealthcare,Ethnic min,Politics
2020-03-19T19:10:57Z,1,1,UK,1,5,3,4,3,3,4,5,4,1,1,1,4,4,8,7,7,7,1,2,2,5,1,1,2,4,7,5,5,1,7,7,6,1,7,2,7,5,3,1,1,4,7,6,6,6,1,1,7,4,6,6,6,6,1,1,7,2,1,1,1,1,1,1,,4,1,2,5,4,6,1,"1,2,4,5,6,10,11",1,1,1,7,7,1,6,1,1,1,3,3,5,3,6,2,2,25,,20,,1,20,3,2,2,1
2020-03-19T19:11:00Z,1,3,UK,6,5,3,3,4,3,4,5,4,3,1,2,4,4,8,2,4,6,1,2,2,4,1,1,4,4,6,4,3,2,2,5,2,2,3,2,2,3,4,3,2,2,6,2,2,2,1,1,3,2,6,2,2,2,1,1,3,1,1,1,1,1,1,1,6,4,3,6,7,6,6,1,"1,4,5,6,7,9,10",6,6,6,6,6,5,6,4,5,2,3,4,5,5,5,1,1,10,15,,,1,40,4,2,2,2
2020-03-19T19:11:04Z,2,1,UK,5,4,3,4,3,2,3,4,4,3,4,4,4,3,8,6,6,6,6,2,4,3,3,4,4,3,5,4,3,3,7,7,6,6,5,5,4,5,5,4,3,3,5,6,6,3,5,6,5,5,5,6,6,4,3,4,6,1,1,1,1,1,1,1,5,5,5,6,5,5,5,1,"1,2,3,4,5,6,7,8,9,10,11",6,5,4,4,5,5,5,5,5,6,6,5,5,5,5,1,1,20,30,,,1,20,3,2,1,3
2020-03-19T19:11:12Z,1,2,UK,1,4,3,2,3,1,3,5,4,2,2,3,4,3,8,6,5,4,5,2,2,5,2,2,5,4,7,5,5,1,7,7,1,2,7,6,6,5,4,1,1,3,7,4,4,2,3,1,6,3,7,3,5,3,3,1,7,2,1,1,1,1,1,1,,2,2,3,3,2,2,1,"1,2,4,5,6,7,8,9,11",3,5,3,3,3,3,4,3,3,1,4,4,3,6,5,1,1,25,,20,,1,31,3,2,2,4
2020-03-19T19:11:35Z,2,2,UK,5,5,4,4,4,3,4,5,4,3,3,4,4,4,3,1,2,1,1,2,2,5,2,2,3,5,7,4,4,1,6,6,4,2,5,5,4,3,4,1,1,3,3,1,4,3,3,1,5,4,5,2,5,3,4,1,7,2,1,1,1,1,1,1,,3,5,6,5,3,7,2,"1,4,5,6,9,11",5,2,4,6,6,2,5,4,1,1,4,4,5,3,7,1,1,33,30,,,1,27,5,2,2,2
2020-03-19T19:11:39Z,1,1,UK,2,5,3,2,3,3,3,4,3,1,4,2,3,4,8,2,4,4,1,2,4,6,3,4,5,4,6,4,3,3,5,6,5,3,6,5,5,7,5,2,1,2,4,2,2,4,2,1,4,3,4,1,1,3,3,1,4,2,1,1,1,1,1,2,,4,5,3,5,5,,2,"1,4,6,7,8,9,11",4,5,5,4,6,5,6,6,6,5,6,6,5,4,5,1,1,50,5,,,1,23,3,2,2,4
2020-03-19T19:11:55Z,1,1,UK,4,4,3,4,3,3,3,5,5,2,3,2,5,4,8,1,5,7,1,2,2,5,2,2,5,4,6,4,3,2,5,7,4,5,4,6,5,6,6,4,2,3,1,1,3,2,2,1,5,5,4,4,4,3,4,2,6,1,1,1,1,1,1,1,6,4,5,4,6,2,6,1,"1,7,9,11",2,1,5,6,6,3,5,5,3,2,3,3,3,3,5,1,1,25,,30,15,2,19,3,2,2,5
2020-03-19T19:12:10Z,2,2,UK,1,4,3,2,3,1,3,5,5,1,2,1,5,2,9,3,7,5,1,2,4,6,2,3,3,4,7,5,3,1,7,7,5,1,5,4,6,4,6,5,4,5,5,1,4,4,1,1,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,3,1,3,4,4,4,6,1,"1,2,4,5,6,7,8,9,10,11",1,1,1,5,7,1,6,1,1,1,1,1,4,3,5,1,1,15,30,,,1,33,5,2,2,2
2020-03-19T19:12:33Z,1,2,UK,2,4,1,2,3,3,3,4,5,1,2,1,5,2,9,6,7,7,1,2,3,6,1,3,4,5,6,5,3,1,3,7,2,2,5,5,3,5,7,4,2,5,7,3,6,5,1,3,6,3,5,2,3,2,1,2,6,2,1,1,1,1,1,1,,2,4,4,7,2,5,1,"1,2,4,5,6,7,8,9,10,11",7,1,7,7,7,2,6,3,7,1,4,4,6,2,4,1,1,20,30,,,1,31,5,2,2,3
2020-03-19T19:12:52Z,1,3,UK,5,4,2,4,3,3,4,4,4,3,2,3,4,3,2,5,7,7,1,2,5,6,1,3,3,6,7,5,5,1,4,6,2,2,4,5,4,5,3,1,1,4,4,2,4,4,2,2,7,4,6,2,4,2,2,2,7,2,1,1,1,2,1,1,,3,3,3,,4,5,1,"1,4,10,11",1,1,1,6,5,1,5,1,1,1,1,1,6,3,7,2,1,40,17,,,1,43,5,2,2,3
2020-03-19T19:12:56Z,1,1,UK,6,4,2,3,5,3,5,5,5,3,3,1,5,4,8,7,6,6,1,2,2,6,2,2,5,4,6,5,2,1,6,7,5,5,6,1,3,4,5,3,1,2,7,2,2,3,1,3,2,2,7,3,1,2,1,2,3,1,1,1,1,1,1,1,6,1,2,6,7,3,7,1,"1,2,4,5,6,7,9,10",6,1,6,7,6,1,5,1,4,1,3,4,5,3,5,1,1,33,33,,,1,22,4,2,1,2
2020-03-19T19:13:02Z,1,4,UK,4,4,2,3,3,1,2,4,4,1,3,3,4,3,8,3,3,1,1,2,1,2,6,3,2,2,5,4,4,2,3,5,3,4,5,5,3,5,5,3,2,4,5,1,1,1,1,1,5,1,5,1,1,1,1,1,5,2,1,1,1,1,1,1,,3,4,4,4,4,5,1,"1,2,4,6,7,10",5,4,5,5,5,4,6,5,6,5,5,4,4,2,3,1,1,45,30,,,1,50,1,2,2,4
2020-03-19T19:13:54Z,1,2,UK,6,5,4,4,4,4,4,5,5,4,4,3,5,5,8,5,6,6,1,2,4,4,4,4,4,5,7,5,3,2,6,6,5,3,7,2,5,3,5,3,2,2,6,2,2,4,1,3,4,1,6,3,2,4,1,1,5,2,1,1,1,2,2,1,,2,4,5,,,7,1,"1,4,5,6,7,8,9,10,11",3,2,6,3,7,2,5,5,5,2,2,2,5,3,7,1,1,25,,20,,1,28,4,2,1,1
2020-03-19T19:14:15Z,1,2,UK,5,5,3,3,2,2,2,4,4,2,2,2,4,4,8,2,5,3,1,2,2,4,3,2,3,2,5,4,4,1,1,5,2,1,3,1,1,4,3,2,1,2,4,1,4,1,1,1,4,2,5,1,3,1,1,1,5,1,1,1,1,1,1,1,5,4,4,5,4,4,5,2,"1,2,4,5,6,9,11",5,5,5,5,5,5,4,5,4,4,5,6,5,4,6,1,1,4,30,,,1,29,3,2,2,4
2020-03-19T19:14:19Z,1,3,UK,6,5,4,5,3,3,4,5,5,3,3,3,5,4,8,5,6,5,1,2,1,6,3,2,4,5,7,5,3,3,4,4,3,4,6,4,1,5,4,3,1,4,6,1,6,4,4,1,2,5,7,1,4,3,4,1,3,2,1,1,1,1,1,1,,2,4,6,7,2,7,1,"1,2,4,6,7,8,11",5,6,7,6,7,7,7,7,7,4,4,8,6,2,5,1,1,25,,22,20,1,38,4,2,2,5
2020-03-19T19:14:30Z,1,2,UK,5,5,4,5,4,3,3,5,5,2,2,3,5,3,8,1,1,1,5,2,2,5,3,2,5,4,5,5,4,2,3,5,5,3,3,5,2,4,3,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,6,2,1,1,1,1,1,1,,6,4,6,6,5,7,1,"1,2,9",6,3,6,6,6,4,6,5,6,2,4,4,4,5,4,1,1,20,35,,,1,34,3,2,2,3
2020-03-19T19:14:58Z,1,2,UK,5,4,3,4,4,3,3,4,5,3,3,3,5,3,8,5,5,6,6,2,2,5,1,2,4,5,5,5,3,3,7,6,4,4,6,7,7,6,3,1,1,2,3,1,2,1,1,1,4,2,6,1,1,1,1,1,4,1,2,1,1,1,1,1,5,,4,5,4,2,6,2,"1,2,4,5,7,8,9,10",5,4,6,5,7,5,6,6,7,3,4,3,3,3,4,1,1,25,,24,40,1,26,3,2,2,3
2020-03-19T19:15:11Z,1,3,UK,3,5,4,3,1,2,1,4,5,4,2,3,5,1,9,5,7,7,2,2,3,3,4,2,3,4,4,5,4,1,2,7,2,2,7,2,1,4,4,1,1,4,7,1,5,4,1,1,4,4,7,4,4,4,4,2,7,1,1,1,1,1,1,1,5,6,6,6,5,4,6,1,"1,2,4,5,6,7,8,9,10,11",7,6,7,7,7,6,7,4,5,1,2,3,5,3,2,1,1,20,10,,,1,41,3,2,2,3
2020-03-19T19:15:19Z,1,4,UK,4,4,4,4,3,3,3,4,3,3,2,3,3,3,8,2,5,5,1,2,4,5,5,2,2,5,5,5,4,2,4,7,4,4,1,5,3,5,4,2,1,4,1,3,5,4,3,1,5,4,5,3,6,4,4,2,6,1,2,1,1,2,1,1,5,,2,4,,3,4,1,"1,6,7,8,11",4,4,5,4,4,4,4,4,4,4,3,3,2,5,5,1,1,40,30,,,1,51,4,2,2,4
2020-03-19T19:15:41Z,1,3,UK,5,5,4,4,3,3,4,5,4,4,3,3,4,4,8,4,3,4,1,2,4,5,2,5,5,5,5,5,4,1,6,7,5,6,6,6,6,6,6,5,4,3,6,1,2,3,3,2,5,2,6,2,2,2,2,2,5,1,1,1,1,1,1,1,6,6,5,5,6,6,5,1,"1,4,5,6,7,8,11",5,4,5,4,4,4,4,4,5,3,2,2,4,5,5,1,1,50,50,,,1,36,4,2,2,4
2020-03-19T19:15:48Z,1,3,UK,5,4,3,3,4,4,4,5,5,2,2,2,5,4,8,2,2,4,1,2,2,5,3,2,5,4,5,4,3,2,7,5,3,1,3,3,7,3,3,1,1,3,7,1,3,2,1,1,4,3,7,7,2,2,2,1,5,1,1,1,1,1,1,1,6,3,4,6,5,2,7,1,"1,6,7,10,11",5,2,5,6,7,2,4,5,6,2,3,3,4,3,7,1,1,25,,20,,1,37,5,2,2,1
2020-03-19T19:15:54Z,1,4,UK,6,5,4,5,4,3,4,5,5,3,3,4,5,4,8,5,2,2,1,2,2,4,4,3,3,3,6,5,2,3,3,6,4,4,4,5,5,6,2,1,1,2,7,1,1,1,1,1,3,1,7,1,1,1,1,1,3,2,2,1,1,2,1,1,,,5,6,,5,7,1,"1,2,7",6,6,6,6,6,6,6,6,6,3,3,2,6,5,5,1,1,12.5,30,,,1,53,2,2,2,4
2020-03-19T19:16:48Z,1,2,UK,6,4,3,5,3,2,3,5,5,1,2,1,4,4,8,1,5,5,1,2,2,5,1,2,4,5,5,4,3,2,7,6,5,2,2,4,5,5,5,1,1,3,2,2,4,4,2,2,3,2,2,2,5,3,2,2,5,1,1,1,1,1,1,1,7,4,4,5,7,3,7,1,"1,2,4,5,6,7,9,10",5,4,6,5,6,4,6,6,6,4,4,4,5,5,5,2,2,10,30,,,1,26,5,2,1,1
2020-03-19T19:17:03Z,1,1,UK,3,4,3,3,5,2,5,5,5,2,3,3,5,3,8,5,4,1,2,2,4,5,3,4,2,4,4,4,2,2,4,5,4,2,7,4,4,4,4,3,1,4,7,5,6,7,4,4,2,4,7,5,5,6,3,3,4,1,1,1,1,1,1,1,5,1,4,6,6,2,6,2,"1,4,6,9,10",5,5,5,5,5,4,4,4,6,3,4,4,6,3,5,1,1,25,,20,,1,20,3,2,2,3
2020-03-19T19:17:12Z,2,2,UK,1,4,3,3,2,2,1,5,4,4,1,3,4,4,8,1,1,1,1,2,4,5,4,3,5,4,3,5,4,2,4,6,4,6,5,5,3,6,6,4,2,4,4,2,2,5,3,5,4,4,5,4,4,4,3,5,4,1,1,1,1,1,1,1,6,5,4,6,5,5,6,1,"1,2,4,5,6,7,9,10,11",5,5,6,4,6,5,5,4,6,3,4,5,5,5,5,1,1,10,30,,,1,34,4,2,2,5
2020-03-19T19:17:13Z,2,1,UK,3,5,3,4,2,3,2,4,4,4,4,4,4,4,8,1,5,3,1,2,2,5,1,2,4,4,5,5,4,1,3,7,3,5,2,6,2,4,5,3,1,3,2,1,3,1,1,1,6,3,3,1,3,2,2,1,6,2,1,1,1,1,1,1,,5,6,7,6,5,7,1,"1,2,4,5,6,7,8,9,10,11",7,5,5,5,6,6,6,7,7,4,4,4,5,3,6,1,1,20,30,,,1,21,2,2,2,6
2020-03-19T19:17:18Z,1,2,UK,1,2,2,4,4,2,3,5,5,3,2,4,5,4,8,7,7,7,4,2,1,6,1,1,5,6,6,5,5,1,5,6,7,5,7,2,3,3,5,4,2,5,6,5,3,3,3,3,5,5,7,3,5,5,3,4,7,1,1,1,1,1,1,1,5,1,5,5,7,1,7,1,"1,2,3,4,6,9,10,11",6,3,5,5,6,3,5,3,2,1,3,8,3,3,7,1,1,80,30,,,1,26,5,2,1,2
2020-03-19T19:17:54Z,1,5,UK,6,5,5,5,5,4,5,5,5,2,4,2,5,4,8,2,2,1,7,2,1,5,1,2,5,5,7,5,3,1,5,6,4,1,6,2,4,1,2,2,2,2,5,2,2,5,1,1,4,2,4,2,2,2,2,2,4,2,1,1,1,1,1,1,,6,6,4,7,7,7,1,"1,2,4,6,7,8,10",3,2,5,5,6,2,5,3,4,1,2,2,5,3,3,1,1,20,30,,,1,60,5,2,2,2
2020-03-19T19:18:35Z,1,2,UK,4,5,5,4,5,2,5,4,4,2,3,3,4,4,8,6,6,6,1,2,2,5,2,2,5,4,6,4,3,1,7,7,5,2,5,6,7,6,7,5,3,3,6,4,3,3,2,2,5,2,6,2,3,3,2,2,5,1,1,1,1,1,1,1,6,1,5,6,6,4,7,1,"3,4,5",2,2,6,5,7,1,7,1,3,1,4,5,5,3,5,1,1,40,30,,,1,31,3,2,1,2
2020-03-19T19:18:46Z,1,5,UK,2,5,3,2,3,3,3,4,4,1,2,1,4,4,8,4,2,4,1,2,2,5,2,2,5,4,6,5,3,2,6,7,2,2,5,4,7,5,5,3,1,4,4,4,6,3,3,2,5,4,4,2,5,3,4,3,5,2,2,1,1,2,2,1,,,5,4,,,7,1,"1,2,4,5,6,7,8",2,1,6,4,6,1,5,3,3,1,2,2,5,5,5,1,1,25,,20,,1,56,4,2,2,2
2020-03-19T19:19:09Z,1,3,UK,6,4,3,4,4,3,3,5,4,4,3,4,4,3,8,1,5,1,1,2,2,6,1,1,1,1,6,5,1,1,7,7,5,1,7,7,6,7,7,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,6,6,7,7,7,7,7,1,"1,2,4,6,7,9,11",6,4,6,5,6,7,6,7,7,1,7,7,6,3,2,1,1,20,50,,,1,36,4,1,1,6
2020-03-19T19:19:24Z,1,2,UK,1,5,2,2,3,3,3,3,3,2,3,2,3,2,8,7,7,7,1,2,2,5,1,2,6,5,6,5,5,1,6,7,2,2,7,3,6,6,4,3,1,5,7,1,5,4,4,4,7,4,7,2,5,6,2,2,7,1,1,1,1,1,1,1,2,5,3,2,2,4,4,1,"1,2,4,5,6,7,8,9,10",3,2,4,5,5,1,6,2,3,1,1,8,4,5,6,1,1,33,30,,,1,27,4,1,2,3
2020-03-19T19:19:40Z,1,1,UK,2,5,2,4,3,2,3,4,4,1,3,1,3,2,8,3,5,5,6,2,2,5,2,2,5,5,7,4,4,2,4,5,3,1,5,3,3,3,4,2,1,2,5,1,2,2,2,1,7,4,6,5,4,5,3,4,7,1,1,1,1,1,1,1,5,3,3,4,4,2,6,1,"1,2,4,5,6,7,8,9,10,11",2,1,5,5,7,2,3,3,4,2,1,1,4,4,6,2,1,25,,20,,1,22,5,2,2,2
2020-03-19T19:21:06Z,2,3,UK,2,5,4,3,3,2,3,5,4,3,3,3,4,4,8,4,7,6,1,2,4,4,2,3,6,6,7,5,3,1,5,6,6,5,7,6,5,6,6,3,1,6,4,6,2,4,5,6,6,4,4,6,4,5,5,5,5,2,1,1,1,2,1,1,,4,5,5,,6,6,1,"1,2,3,4,5,6,7,9,10,11",4,4,5,6,6,5,6,5,5,2,2,2,5,4,4,1,1,40,1,,,1,36,2,2,1,4
2020-03-19T19:21:17Z,2,2,UK,4,5,2,3,3,3,3,2,4,1,1,1,5,3,8,3,1,1,2,2,4,5,5,4,5,2,5,2,4,2,6,5,3,2,6,1,6,5,3,2,1,1,2,1,3,1,1,1,5,1,1,1,2,1,1,1,5,2,1,1,1,1,1,1,,4,4,3,5,2,5,1,"1,2,4,5,6,8,9,10",5,2,4,4,5,2,5,4,5,2,3,3,4,4,6,2,1,25,,20,,1,29,4,2,2,5
2020-03-19T19:21:31Z,2,4,UK,2,4,2,2,1,1,1,5,5,2,1,2,4,1,8,1,1,5,1,2,6,5,5,5,4,2,4,5,5,1,1,4,1,7,1,7,1,6,1,1,1,7,1,1,4,1,1,7,5,7,7,7,3,5,1,6,6,2,1,1,1,1,1,1,,7,7,7,7,7,7,2,"1,2,4,6,7,8,10,11",7,7,7,5,3,7,4,7,7,3,2,1,6,2,4,1,1,40,17,,,1,54,2,2,2,2
2020-03-19T19:22:01Z,1,2,UK,1,3,3,2,3,1,4,4,2,3,3,2,2,3,8,2,5,5,1,2,1,5,2,1,3,4,7,4,3,1,1,7,5,1,4,2,1,2,4,3,1,1,5,6,5,1,3,1,6,4,4,4,4,4,4,3,3,1,1,1,1,2,2,1,4,4,4,4,,,4,2,"1,2,4,5,10",6,4,5,6,5,6,5,5,5,1,4,4,7,4,4,1,1,25,,10,17,1,33,3,2,1,4
2020-03-19T19:22:04Z,2,3,UK,5,5,3,5,3,2,2,5,5,3,3,4,5,4,8,1,4,1,1,2,1,6,1,1,6,5,7,4,5,1,3,6,2,2,2,3,3,2,5,2,1,2,1,1,1,1,1,1,6,2,1,1,1,1,1,1,6,2,1,1,1,1,1,1,,2,5,6,4,4,7,1,"1,4,5,7,10",5,3,6,6,7,2,7,7,7,1,1,1,6,3,7,1,1,20,30,,,1,41,5,2,1,3
2020-03-19T19:22:52Z,2,1,UK,2,4,3,4,3,3,3,4,4,2,2,2,4,4,8,2,5,5,1,2,3,5,3,3,4,5,5,5,3,1,4,5,1,1,2,2,3,3,3,3,2,2,4,2,5,2,1,2,4,2,2,2,6,2,1,1,4,2,1,1,1,2,1,1,,4,3,4,,5,6,1,"1,2",4,3,5,4,6,4,5,5,4,3,8,8,2,5,4,1,1,25,,20,,1,23,3,2,2,4
2020-03-19T19:23:37Z,1,3,UK,1,5,3,4,3,1,3,3,3,1,1,2,3,3,3,6,5,2,1,2,3,4,3,3,3,3,5,4,4,2,2,5,2,2,6,2,2,2,4,1,1,1,7,1,1,1,1,1,4,3,7,3,4,3,1,1,5,1,1,1,1,1,1,1,3,1,1,1,2,1,5,1,1,4,3,4,4,4,4,4,3,3,5,4,6,5,5,5,2,2,40,25,,,1,37,1,2,2,4
2020-03-19T19:23:46Z,1,1,UK,4,5,5,5,5,3,3,5,5,2,2,4,5,5,2,3,7,5,1,2,5,5,3,4,2,3,6,4,4,2,7,4,4,2,5,6,6,3,4,2,1,1,4,2,1,1,1,1,6,1,5,3,3,1,1,1,6,1,1,1,1,1,1,1,6,4,2,6,6,4,6,1,"1,4,5,6,7,8,9,10",5,4,7,7,7,4,5,5,6,3,5,8,5,3,6,1,1,40,30,,,1,19,3,2,2,4
2020-03-19T19:24:36Z,2,2,UK,4,4,3,3,3,3,3,3,3,2,2,3,3,2,6,3,4,4,5,2,6,6,5,6,5,5,6,4,5,4,5,5,6,6,6,6,6,5,5,6,5,6,6,6,6,5,6,6,5,6,5,6,6,6,5,6,5,1,1,2,1,1,1,2,4,5,,5,5,6,,1,"2,3",5,6,5,4,6,5,4,6,5,5,4,5,5,2,3,1,1,60,7,,,1,30,4,2,1,4
2020-03-19T19:24:55Z,2,2,UK,2,4,3,3,3,2,3,4,4,2,2,2,4,2,9,2,6,4,1,2,2,5,2,2,4,5,5,5,4,1,2,7,3,3,4,3,3,6,4,2,1,3,7,2,4,2,2,1,5,4,6,3,3,2,2,2,7,1,1,1,1,2,1,1,6,5,6,6,,5,6,1,"1,4,5,6,8,9",5,3,5,5,6,5,5,6,5,2,3,4,3,5,5,1,1,25,,20,,1,26,4,2,2,4
2020-03-19T19:25:17Z,1,2,UK,5,5,4,4,4,4,4,4,4,3,3,4,4,4,8,4,3,5,1,2,2,5,3,2,5,5,6,3,2,3,3,4,2,1,4,2,2,3,3,2,1,2,6,2,4,2,2,2,4,2,4,2,4,2,2,2,4,1,1,1,1,1,1,1,6,3,6,5,6,4,6,2,"1,2,6,10",3,4,5,5,6,5,4,4,5,5,5,8,5,3,5,2,1,25,,24,15,1,28,3,2,2,3
2020-03-19T19:25:44Z,1,1,UK,5,4,4,3,3,2,3,4,4,2,2,2,4,2,3,3,3,1,1,2,1,6,1,1,6,5,7,5,2,2,7,2,7,7,7,7,7,7,2,1,1,2,2,4,1,3,4,6,2,2,4,4,1,2,4,4,3,1,1,2,2,2,1,2,2,2,,,,2,,1,"2,7",1,1,5,6,6,4,7,1,3,1,4,6,6,3,3,2,1,40,3,,,1,24,4,2,2,3
2020-03-19T19:25:52Z,2,3,UK,5,5,3,3,3,2,3,4,4,1,2,2,4,3,9,6,5,6,2,2,4,5,2,5,2,3,5,4,4,2,6,6,5,4,7,5,6,4,5,2,1,4,7,3,5,5,5,3,6,3,5,3,3,3,4,5,6,2,1,1,1,2,1,1,,2,3,5,,6,6,1,"1,2,4,5,6,7,9",2,2,5,6,6,3,5,5,3,3,6,6,5,3,5,1,1,5,30,,,1,38,4,2,2,2
2020-03-19T19:26:34Z,1,2,UK,5,5,2,4,4,2,4,5,5,3,3,1,5,3,8,7,7,7,1,2,3,6,2,3,5,6,7,5,5,1,7,7,7,7,7,7,7,7,7,6,4,5,7,7,7,7,4,4,6,6,7,6,7,6,5,5,6,1,1,1,1,1,1,1,7,5,7,5,7,6,7,1,"1,2,3,4,5,6,7,8,9,10,11",2,1,6,7,7,1,7,2,7,1,3,5,5,3,3,1,1,25,,35,20,1,29,4,2,1,2
2020-03-19T19:28:49Z,2,1,UK,2,5,3,3,4,2,4,4,4,4,3,4,5,4,9,6,3,2,1,2,4,4,2,4,2,2,6,4,4,2,5,3,3,1,7,2,2,2,3,2,1,3,6,4,4,3,2,1,3,2,6,5,3,3,1,1,4,1,1,1,1,1,1,1,6,3,3,6,4,4,6,1,"1,4",5,5,6,4,6,4,5,6,5,4,5,5,6,2,5,1,1,25,,25,5,1,21,4,2,1,4
2020-03-19T19:29:01Z,1,1,UK,5,4,4,4,4,3,3,4,5,2,2,2,5,3,9,2,6,6,1,2,2,6,1,1,6,6,7,5,4,1,6,7,6,2,7,6,4,3,5,3,2,2,6,4,1,5,2,1,6,3,6,5,2,5,3,1,6,1,1,1,1,1,1,1,6,4,5,6,6,6,6,1,"1,4,5,6,7,8,9",4,2,5,6,5,2,5,2,5,1,1,1,5,3,4,1,1,10,25,,,1,19,1,2,2,1
2020-03-19T19:29:27Z,2,5,UK,3,5,4,4,3,1,3,4,4,2,1,3,4,3,8,2,7,2,1,2,2,6,2,3,6,5,7,5,2,1,1,7,1,1,7,1,1,1,3,1,1,2,4,3,2,2,2,3,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,5,2,3,6,6,5,6,1,"1,7,10",7,6,7,7,6,7,7,7,7,3,4,6,5,2,3,1,1,25,,24,25,1,64,9,2,1,6
2020-03-19T19:29:50Z,2,1,UK,3,3,3,3,3,2,3,4,4,2,2,2,4,2,8,5,3,5,1,2,4,4,2,4,2,2,7,5,4,1,4,6,3,4,6,5,4,4,6,2,1,2,5,3,2,2,2,3,6,2,5,3,3,3,1,7,7,1,2,1,1,1,1,1,5,,5,4,6,4,6,1,"1,2,4,5,6,7,8,9,10",5,2,4,5,5,3,4,5,6,1,5,5,5,5,6,1,1,25,,10,16,1,21,4,2,2,5
2020-03-19T19:29:56Z,1,1,UK,1,2,2,2,3,3,3,4,4,1,2,2,3,3,8,7,6,7,7,2,4,6,3,3,4,4,6,5,5,1,7,7,5,3,5,6,6,2,6,3,1,5,6,1,6,3,2,1,7,2,6,2,5,5,3,2,7,1,1,1,1,1,1,1,7,4,3,7,7,3,7,1,"1,2,4,6,10,11",4,5,7,2,7,4,2,6,6,2,6,6,4,3,6,1,1,10,30,,,1,19,3,2,1,5
2020-03-19T19:30:07Z,1,1,UK,4,4,4,4,3,3,4,5,5,4,3,2,5,4,8,1,3,5,1,2,1,6,1,1,6,6,7,5,3,1,7,7,5,3,6,7,5,6,6,3,2,2,2,1,2,2,1,1,5,2,2,1,2,2,1,1,5,1,1,1,1,1,1,1,7,5,6,5,7,6,7,1,"1,2,4,5,6,7,8,9,10",2,3,6,7,7,2,6,5,3,1,2,8,5,5,6,1,1,40,30,,,1,22,3,2,2,1
2020-03-19T19:30:22Z,1,5,UK,6,5,3,3,3,3,3,4,3,2,2,3,3,3,8,6,6,5,4,2,4,4,4,4,3,4,5,5,3,2,6,7,4,3,4,3,6,4,7,6,5,3,7,1,2,2,2,1,4,2,7,1,2,2,2,2,6,2,2,1,1,2,1,1,,,5,5,,4,5,1,"1,4,5,6,7,8,11",2,3,4,2,4,3,4,3,3,2,3,4,1,4,4,2,1,0.5,33,,,1,63,3,2,2,4
2020-03-19T19:30:38Z,2,2,UK,5,5,4,4,4,3,4,4,4,2,2,1,5,3,8,1,7,4,1,2,3,5,2,3,4,4,5,5,4,1,5,5,5,2,4,4,5,5,6,5,4,4,3,2,3,3,2,2,5,2,4,2,2,2,2,2,6,2,1,1,1,1,1,1,,4,5,3,3,4,3,1,"1,2,4,5,6,7,8,9,10",4,1,4,5,5,3,6,4,5,1,2,2,5,3,5,2,1,25,,11,33,1,29,4,2,2,2
2020-03-19T19:31:50Z,1,4,UK,5,4,3,4,2,2,2,5,4,2,1,2,4,3,9,1,1,5,1,2,4,4,4,3,3,5,6,5,5,2,5,4,3,2,5,5,5,5,5,4,3,4,2,4,4,5,3,7,6,6,5,3,5,5,4,4,6,2,1,1,1,1,1,1,,2,2,5,6,5,6,1,"1,4,5,6,7,9,11",5,3,5,5,6,3,5,4,3,3,4,4,4,4,6,1,1,25,,20,,1,48,5,2,2,2
2020-03-19T19:33:22Z,1,1,UK,5,4,4,4,4,3,4,5,5,2,2,2,5,3,8,5,7,7,3,2,2,4,2,1,1,4,5,5,3,1,7,7,5,1,7,2,5,1,4,2,1,1,5,1,1,4,1,1,2,1,7,3,4,3,1,1,5,2,1,1,1,1,1,1,,4,6,6,7,5,7,1,"1,2,4,5,6",5,3,6,4,6,2,6,5,3,3,3,8,4,5,6,1,1,25,,22,20,1,22,4,2,1,2
